fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,total SO2,density,pH,sulphates,alcohol,quality
6.9,0.31,0.33,12.7,0.038,116.0,0.9954,3.04,0.65,10.0,6
7.4,0.21,0.3,7.9,0.039,118.0,0.9942,2.96,0.34,10.0,5
7.3,0.17,0.24,8.1,0.121,162.0,0.99508,3.17,0.38,10.0,8
6.2,0.25,0.54,7.0,0.046,176.0,0.99454,3.19,0.7,10.0,5
6.6,0.25,0.33,8.5,0.042,141.0,0.99546,3.28,0.6,10.0,5
6.2,0.33,0.27,4.9,0.036,134.0,0.9927,3.2,0.42,10.0,7
6.1,0.38,0.2,6.6,0.033,137.0,0.9938,3.3,0.69,10.0,6
6.9,0.29,0.25,12.2,0.04,136.0,0.99552,3.05,0.65,10.0,6
6.6,0.33,0.32,15.6,0.054,227.0,0.99734,3.25,0.56,10.0,5
7.0,0.25,0.32,9.0,0.046,245.0,0.9955,3.25,0.5,10.0,6
6.7,0.23,0.42,11.2,0.047,171.0,0.99758,3.54,0.74,10.0,5
5.6,0.25,0.19,2.4,0.049,166.0,0.992,3.25,0.43,10.0,6
6.8,0.28,0.29,11.9,0.052,149.0,0.99544,3.02,0.58,10.0,6
6.2,0.26,0.19,3.4,0.049,172.0,0.9924,3.14,0.43,10.0,6
6.8,0.18,0.32,7.2,0.047,109.0,0.99498,3.42,0.44,10.0,6
6.6,0.26,0.24,7.2,0.038,137.0,0.9952,3.35,0.6,10.0,6
6.6,0.19,0.43,10.9,0.045,154.0,0.99752,3.52,0.77,10.0,6
6.8,0.28,0.29,11.9,0.052,149.0,0.99544,3.02,0.58,10.0,6
7.0,0.21,0.28,8.7,0.045,222.0,0.9954,3.25,0.54,10.0,6
6.8,0.28,0.29,11.9,0.052,149.0,0.99544,3.02,0.58,10.0,6
6.8,0.26,0.29,11.9,0.052,160.0,0.99546,3.03,0.58,10.0,6
5.4,0.265,0.28,7.8,0.052,91.0,0.99432,3.19,0.38,10.0,6
7.0,0.21,0.28,8.6,0.045,221.0,0.9954,3.25,0.54,10.0,6
7.0,0.21,0.28,8.7,0.045,222.0,0.9954,3.25,0.54,10.0,6
7.6,0.19,0.37,13.1,0.033,151.0,0.99726,3.18,0.79,10.0,6
7.6,0.19,0.37,13.1,0.033,151.0,0.99726,3.18,0.79,10.0,6
5.6,0.23,0.25,8.0,0.043,101.0,0.99429,3.19,0.42,10.0,6
6.3,0.21,0.33,13.9,0.046,179.0,0.9971,3.36,0.5,10.0,6
6.4,0.17,0.3,2.8,0.034,125.0,0.99152,3.03,0.49,10.0,6
6.4,0.17,0.3,2.8,0.034,125.0,0.99152,3.03,0.49,10.0,6
7.0,0.21,0.28,8.6,0.045,221.0,0.9954,3.25,0.54,10.0,6
7.5,0.16,0.38,12.7,0.043,163.0,0.99706,3.15,0.82,10.0,7
6.5,0.23,0.33,13.8,0.042,139.0,0.99695,3.35,0.56,10.0,6
7.0,0.24,0.3,12.3,0.035,172.0,0.9954,2.99,0.57,10.0,6
6.7,0.26,0.29,7.7,0.038,179.0,0.99479,3.23,0.56,10.0,6
6.9,0.28,0.28,12.2,0.042,139.0,0.99522,3.03,0.56,10.0,6
7.4,0.37,0.26,9.6,0.05,134.0,0.99608,3.13,0.46,10.0,5
5.3,0.32,0.12,6.6,0.043,141.0,0.9937,3.36,0.6,10.0,6
6.8,0.25,0.3,11.8,0.043,133.0,0.99524,3.03,0.58,10.0,6
6.2,0.25,0.28,8.5,0.035,108.0,0.99486,3.4,0.42,10.0,6
6.6,0.19,0.43,10.9,0.045,154.0,0.99752,3.52,0.77,10.0,6
7.4,0.41,0.34,4.7,0.042,127.0,0.9953,3.25,0.42,10.0,5
6.2,0.31,0.26,4.8,0.037,148.0,0.9928,3.21,0.41,10.0,6
6.0,0.24,0.32,6.3,0.03,129.0,0.9946,3.52,0.41,10.0,5
6.1,0.31,0.26,2.2,0.051,167.0,0.9926,3.37,0.47,10.0,6
7.5,0.29,0.36,15.7,0.05,124.0,0.9968,3.06,0.54,10.0,5
6.6,0.32,0.22,16.7,0.046,133.0,0.9979,3.22,0.67,10.0,6
6.3,0.23,0.33,6.9,0.052,118.0,0.9938,3.23,0.46,10.0,6
6.6,0.32,0.22,16.7,0.046,133.0,0.9979,3.22,0.67,10.0,6
5.5,0.23,0.19,2.2,0.044,161.0,0.99209,3.19,0.43,10.0,6
7.4,0.34,0.3,14.9,0.037,169.0,0.99698,3.25,0.37,10.0,6
6.6,0.25,0.34,3.0,0.054,141.0,0.99338,3.26,0.47,10.0,6
7.0,0.21,0.28,8.6,0.045,221.0,0.9954,3.25,0.54,10.0,6
6.8,0.28,0.44,9.3,0.031,137.0,0.9946,3.16,0.36,10.0,6
7.0,0.15,0.38,2.2,0.047,96.0,0.9928,3.13,0.39,10.0,8
5.5,0.24,0.32,8.7,0.06,102.0,0.994,3.27,0.31,10.0,5
7.3,0.34,0.3,9.4,0.057,178.0,0.99554,3.15,0.44,10.0,6
5.8,0.335,0.14,5.8,0.046,197.0,0.9937,3.3,0.71,10.0,5
6.5,0.15,0.44,12.6,0.052,158.0,0.99688,3.26,0.7,10.0,7
7.2,0.22,0.35,5.5,0.054,183.0,0.99474,3.08,0.5,10.0,5
8.1,0.33,0.22,5.2,0.047,151.0,0.99527,3.22,0.47,10.0,5
6.7,0.31,0.34,6.8,0.059,215.0,0.99538,3.33,0.56,10.0,5
6.9,0.26,0.38,10.5,0.044,139.0,0.99517,3.06,0.5,10.0,6
5.6,0.35,0.14,5.0,0.046,198.0,0.9937,3.3,0.71,10.0,5
5.9,0.32,0.2,14.4,0.05,144.0,0.99666,3.24,0.41,10.0,6
7.1,0.29,0.28,9.3,0.048,141.0,0.9949,3.13,0.49,10.0,6
7.8,0.28,0.32,9.0,0.036,115.0,0.9952,3.17,0.39,10.0,7
6.5,0.18,0.41,14.2,0.039,129.0,0.99678,3.28,0.72,10.0,7
7.2,0.35,0.25,5.6,0.032,120.0,0.99334,2.93,0.66,10.0,7
7.2,0.32,0.24,5.6,0.033,120.0,0.99334,2.92,0.66,10.0,7
6.5,0.18,0.41,14.2,0.039,129.0,0.99678,3.28,0.72,10.0,7
6.5,0.18,0.41,14.2,0.039,129.0,0.99678,3.28,0.72,10.0,7
6.5,0.18,0.41,14.2,0.039,129.0,0.99678,3.28,0.72,10.0,7
7.3,0.3,0.25,2.5,0.045,122.0,0.99329,3.18,0.54,10.0,5
8.3,0.27,0.39,2.4,0.058,107.0,0.9955,3.28,0.59,10.0,5
7.8,0.26,0.49,3.1,0.045,116.0,0.9931,3.16,0.35,10.0,5
6.9,0.22,0.49,7.0,0.063,168.0,0.9957,3.54,0.5,10.0,6
7.6,0.35,0.46,14.7,0.047,151.0,0.99709,3.03,0.53,10.0,5
6.3,0.19,0.29,5.5,0.042,189.0,0.99304,3.19,0.47,10.0,6
7.4,0.23,0.38,8.6,0.052,150.0,0.99534,3.06,0.46,10.0,5
6.7,0.17,0.5,2.1,0.043,122.0,0.9923,3.15,0.45,10.0,6
8.2,0.2,0.36,8.1,0.035,163.0,0.9952,3.05,0.3,10.0,6
7.8,0.21,0.34,11.9,0.039,140.0,0.9959,3.02,0.31,10.0,6
6.0,0.27,0.3,14.7,0.044,144.0,0.99666,3.12,0.53,10.0,6
7.4,0.3,0.3,5.2,0.053,163.0,0.9941,3.12,0.45,10.0,6
7.0,0.31,0.39,7.5,0.055,218.0,0.99652,3.37,0.54,10.0,5
5.4,0.24,0.18,2.3,0.05,145.0,0.99207,3.24,0.46,10.0,5
5.7,0.23,0.25,7.95,0.042,108.0,0.99486,3.44,0.61,10.0,6
5.4,0.17,0.27,2.7,0.049,104.0,0.99224,3.46,0.55,10.0,6
7.4,0.34,0.28,12.1,0.049,149.0,0.99677,3.22,0.49,10.0,5
7.4,0.2,0.35,2.1,0.038,116.0,0.9949,3.49,0.77,10.0,7
7.4,0.28,0.3,5.3,0.054,161.0,0.9941,3.12,0.48,10.0,6
7.9,0.29,0.36,11.1,0.033,208.0,0.9969,3.14,0.46,10.0,5
6.8,0.22,0.29,8.9,0.046,188.0,0.9955,3.3,0.44,10.0,6
6.3,0.25,0.27,6.6,0.054,158.0,0.99378,3.2,0.48,10.0,5
6.7,0.26,0.49,8.3,0.047,191.0,0.9954,3.23,0.4,10.0,6
7.4,0.13,0.39,4.7,0.042,137.0,0.995,3.36,0.56,10.0,7
6.6,0.13,0.3,4.9,0.058,131.0,0.9946,3.51,0.45,10.0,6
6.6,0.24,0.24,8.6,0.034,135.0,0.99582,3.33,0.59,10.0,6
8.1,0.24,0.33,10.2,0.048,141.0,0.9972,3.16,0.48,10.0,6
7.0,0.27,0.29,3.9,0.059,199.0,0.9961,3.54,0.59,10.0,5
8.3,0.27,0.34,10.2,0.048,118.0,0.99716,3.18,0.51,10.0,5
5.9,0.32,0.19,14.5,0.042,115.0,0.99684,3.16,0.43,10.0,5
7.6,0.18,0.36,2.4,0.049,123.0,0.996,3.6,0.46,10.0,5
6.0,0.28,0.27,2.3,0.051,147.0,0.994,3.23,0.67,10.0,6
7.7,0.29,0.29,4.8,0.06,156.0,0.99572,3.49,0.59,10.0,6
7.6,0.18,0.36,2.4,0.049,123.0,0.996,3.6,0.46,10.0,5
7.0,0.26,0.26,10.8,0.039,184.0,0.99787,3.47,0.58,10.0,7
6.6,0.38,0.15,4.6,0.044,78.0,0.9931,3.11,0.38,10.0,6
8.0,0.3,0.28,5.7,0.044,124.0,0.9948,3.16,0.51,10.0,6
7.6,0.29,0.29,4.4,0.051,146.0,0.9939,3.16,0.39,10.0,5
7.15,0.17,0.24,9.6,0.119,178.0,0.99578,3.15,0.44,10.0,6
6.6,0.23,0.29,14.45,0.057,144.0,0.99756,3.33,0.54,10.0,6
7.15,0.17,0.24,9.6,0.119,178.0,0.99578,3.15,0.44,10.0,6
6.8,0.24,0.33,3.2,0.049,161.0,0.99324,3.1,0.69,10.0,6
7.5,0.27,0.31,17.7,0.051,173.0,0.999,3.09,0.64,10.0,5
8.1,0.3,0.49,12.3,0.049,144.0,0.9971,3.09,0.57,10.0,7
6.7,0.15,0.29,5.0,0.058,105.0,0.9946,3.52,0.44,10.0,7
6.4,0.17,0.27,6.7,0.036,223.0,0.9948,3.28,0.35,10.0,6
6.7,0.2,0.24,6.5,0.044,100.0,0.99348,3.12,0.33,10.0,6
6.4,0.28,0.23,6.0,0.051,162.0,0.994,3.15,0.52,10.0,5
6.6,0.38,0.15,4.6,0.044,78.0,0.9931,3.11,0.38,10.0,6
7.0,0.24,0.24,9.0,0.03,219.0,0.99636,3.47,0.46,10.0,6
6.5,0.28,0.26,8.8,0.04,139.0,0.9956,3.32,0.37,10.0,6
7.3,0.34,0.21,3.2,0.05,136.0,0.9936,3.25,0.44,10.0,5
6.9,0.2,0.3,4.7,0.041,148.0,0.9932,3.16,0.35,10.0,6
6.7,0.265,0.22,8.6,0.048,198.0,0.9955,3.25,0.41,10.0,5
7.5,0.21,0.32,4.8,0.056,113.0,0.99393,3.11,0.52,10.0,7
6.1,0.32,0.33,10.7,0.036,98.0,0.99521,3.34,0.52,10.0,6
6.4,0.25,0.32,11.3,0.038,192.0,0.99573,3.14,0.5,10.0,6
6.1,0.32,0.33,10.7,0.036,98.0,0.99521,3.34,0.52,10.0,6
7.1,0.32,0.29,4.0,0.038,170.0,0.99463,3.27,0.64,10.0,6
6.1,0.27,0.28,9.8,0.042,125.0,0.99532,3.14,0.42,10.0,6
6.4,0.31,0.31,12.9,0.045,161.0,0.99546,3.02,0.59,10.0,5
7.7,0.28,0.29,4.3,0.051,142.0,0.9939,3.16,0.39,10.0,5
6.8,0.25,0.38,8.1,0.046,155.0,0.9956,3.33,0.59,10.0,6
5.6,0.225,0.24,9.8,0.054,140.0,0.99545,3.17,0.39,10.0,6
6.4,0.28,0.19,5.4,0.042,181.0,0.99435,3.31,0.35,10.0,6
6.3,0.31,0.34,2.2,0.045,77.0,0.9927,3.3,0.43,10.0,5
6.4,0.22,0.32,7.9,0.029,124.0,0.9948,3.4,0.39,10.0,5
6.8,0.15,0.41,12.9,0.044,183.0,0.99742,3.24,0.78,10.0,6
6.8,0.28,0.37,7.0,0.057,208.0,0.9973,3.57,0.55,10.0,5
7.7,0.18,0.35,5.8,0.055,144.0,0.99576,3.24,0.54,10.0,6
6.5,0.29,0.26,7.0,0.04,113.0,0.99366,3.17,0.38,10.0,6
8.2,0.21,0.32,10.65,0.053,145.0,0.9972,3.17,0.48,10.0,6
8.1,0.26,0.33,11.1,0.052,158.0,0.9976,3.03,0.49,10.0,7
7.7,0.39,0.34,10.0,0.056,178.0,0.9974,3.26,0.6,10.0,5
7.6,0.39,0.22,2.8,0.036,113.0,0.9926,3.03,0.29,10.0,5
6.8,0.23,0.39,16.1,0.053,194.0,0.9988,3.18,0.64,10.0,6
7.7,0.16,0.36,5.9,0.054,148.0,0.99578,3.25,0.54,10.0,6
6.8,0.15,0.41,12.9,0.044,183.0,0.99742,3.24,0.78,10.0,6
8.6,0.16,0.38,3.4,0.04,143.0,0.9932,2.95,0.39,10.0,6
5.0,0.44,0.04,18.6,0.039,128.0,0.9985,3.37,0.57,10.0,6
6.8,0.15,0.41,12.9,0.044,183.0,0.99742,3.24,0.78,10.0,6
7.1,0.32,0.3,9.9,0.041,192.0,0.99642,3.12,0.49,10.0,6
6.9,0.28,0.4,8.2,0.036,95.0,0.9944,3.17,0.33,10.0,5
6.1,0.23,0.27,9.8,0.055,134.0,0.99534,3.16,0.4,10.0,6
6.9,0.115,0.35,5.4,0.048,108.0,0.9939,3.32,0.42,10.0,6
5.9,0.36,0.04,5.7,0.046,87.0,0.9934,3.22,0.51,10.0,5
6.6,0.25,0.41,7.4,0.043,151.0,0.9946,3.15,0.6,10.0,7
7.1,0.3,0.36,6.8,0.055,234.0,0.9972,3.49,0.64,10.0,6
7.1,0.3,0.36,6.8,0.055,234.0,0.9972,3.49,0.64,10.0,6
7.8,0.22,0.26,9.0,0.047,132.0,0.997,3.25,0.53,10.0,6
6.4,0.31,0.31,12.9,0.045,161.0,0.99546,3.02,0.59,10.0,5
6.8,0.15,0.41,12.9,0.044,182.0,0.99742,3.24,0.78,10.0,6
7.3,0.36,0.34,14.8,0.057,173.0,0.99751,3.14,0.57,10.0,5
5.8,0.27,0.2,14.95,0.044,179.0,0.9962,3.37,0.37,10.0,5
8.8,0.34,0.33,9.7,0.036,172.0,0.9966,3.08,0.4,10.0,5
7.0,0.22,0.39,2.1,0.055,198.0,0.9951,3.52,0.54,10.0,6
6.9,0.2,0.5,10.0,0.036,167.0,0.9964,3.15,0.55,10.0,6
7.6,0.36,0.44,8.3,0.255,142.0,0.9958,3.12,0.43,10.0,6
6.4,0.24,0.32,14.9,0.047,162.0,0.9968,3.28,0.5,10.0,6
7.0,0.23,0.42,5.1,0.042,144.0,0.99518,3.5,0.59,10.0,6
8.8,0.34,0.33,9.7,0.036,172.0,0.9966,3.08,0.4,10.0,5
6.7,0.2,0.24,6.5,0.044,100.0,0.99348,3.12,0.33,10.0,6
6.0,0.17,0.33,6.0,0.036,111.0,0.99362,3.32,0.58,10.0,7
6.1,0.16,0.34,6.1,0.034,114.0,0.99365,3.32,0.58,10.0,7
6.1,0.16,0.34,6.1,0.034,114.0,0.99365,3.32,0.58,10.0,7
6.0,0.17,0.33,6.0,0.036,111.0,0.99362,3.32,0.58,10.0,7
6.6,0.34,0.27,6.2,0.059,136.0,0.9957,3.3,0.49,10.0,6
8.0,0.28,0.32,7.6,0.045,204.0,0.99543,3.1,0.55,10.0,6
7.2,0.24,0.29,3.0,0.036,117.0,0.99411,3.36,0.68,10.0,6
7.2,0.24,0.29,3.0,0.036,117.0,0.99411,3.36,0.68,10.0,6
7.3,0.3,0.22,6.4,0.056,168.0,0.9947,3.13,0.35,10.0,6
5.9,0.19,0.26,7.4,0.034,123.0,0.995,3.49,0.42,10.0,6
8.5,0.19,0.49,3.5,0.044,117.0,0.9938,3.14,0.51,10.0,6
7.5,0.42,0.45,9.1,0.029,125.0,0.996,3.12,0.36,10.0,6
6.5,0.27,0.19,6.6,0.045,175.0,0.99364,3.16,0.34,10.0,6
6.5,0.27,0.19,6.6,0.045,175.0,0.99364,3.16,0.34,10.0,6
6.8,0.24,0.29,9.5,0.042,157.0,0.99586,3.11,0.51,10.0,6
6.5,0.27,0.19,6.6,0.045,175.0,0.99364,3.16,0.34,10.0,6
7.0,0.16,0.26,7.3,0.047,220.0,0.99622,3.38,0.58,10.0,6
6.5,0.24,0.29,8.2,0.043,156.0,0.99453,3.13,0.7,10.0,6
7.0,0.16,0.26,6.85,0.047,220.0,0.99622,3.38,0.58,10.0,6
6.4,0.35,0.2,5.7,0.034,117.0,0.9944,3.33,0.43,10.0,5
8.1,0.25,0.34,10.1,0.05,121.0,0.99724,3.17,0.49,10.0,6
6.7,0.12,0.36,2.3,0.039,125.0,0.99229,3.07,0.67,10.0,7
6.4,0.26,0.22,5.1,0.037,131.0,0.9944,3.29,0.32,10.0,5
7.7,0.25,0.3,7.8,0.038,196.0,0.99555,3.1,0.5,10.0,5
6.3,0.39,0.35,5.9,0.04,260.0,0.9941,3.12,0.66,10.0,5
6.7,0.23,0.33,8.1,0.048,176.0,0.99472,3.11,0.52,10.0,6
7.7,0.25,0.3,7.8,0.038,196.0,0.99555,3.1,0.5,10.0,5
6.0,0.29,0.21,15.55,0.043,142.0,0.99658,3.11,0.54,10.0,6
6.5,0.25,0.27,17.4,0.064,140.0,0.99776,3.2,0.49,10.0,6
6.4,0.33,0.24,9.8,0.041,109.0,0.9956,3.29,0.47,10.0,6
8.2,0.26,0.49,5.2,0.04,100.0,0.9941,3.12,0.34,10.0,6
5.7,0.21,0.24,2.3,0.047,189.0,0.995,3.65,0.72,10.0,6
6.4,0.22,0.49,7.5,0.054,151.0,0.9948,3.27,0.52,10.0,6
6.5,0.21,0.35,5.7,0.043,197.0,0.99392,3.24,0.5,10.0,6
5.7,0.21,0.24,2.3,0.047,189.0,0.995,3.65,0.72,10.0,6
6.4,0.22,0.49,7.5,0.054,151.0,0.9948,3.27,0.52,10.0,6
6.5,0.25,0.27,17.4,0.064,140.0,0.99776,3.2,0.49,10.0,6
5.7,0.26,0.24,17.8,0.059,124.0,0.99773,3.3,0.5,10.0,5
6.7,0.12,0.3,5.2,0.048,113.0,0.99352,3.33,0.44,10.0,7
7.8,0.25,0.28,7.2,0.04,179.0,0.99541,3.14,0.6,10.0,6
8.2,0.18,0.28,8.5,0.035,140.0,0.9952,3.04,0.37,10.0,7
7.2,0.16,0.26,7.1,0.054,224.0,0.9966,3.38,0.55,10.0,5
6.8,0.19,0.23,5.1,0.034,204.0,0.9942,3.23,0.69,10.0,5
5.7,0.26,0.24,17.8,0.059,124.0,0.99773,3.3,0.5,10.0,5
6.0,0.28,0.22,12.15,0.048,163.0,0.9957,3.2,0.46,10.0,5
8.1,0.28,0.4,6.9,0.05,97.0,0.9951,3.26,0.44,10.0,6
6.3,0.23,0.21,5.1,0.035,142.0,0.9942,3.36,0.33,10.0,7
6.6,0.21,0.3,9.9,0.041,174.0,0.995,3.07,0.5,10.0,6
7.5,0.28,0.33,7.7,0.048,180.0,0.9974,3.37,0.59,10.0,6
7.2,0.16,0.26,7.1,0.054,224.0,0.9966,3.38,0.55,10.0,5
6.3,0.34,0.29,6.2,0.046,227.0,0.9952,3.29,0.53,10.0,6
5.7,0.25,0.22,9.8,0.049,125.0,0.99571,3.2,0.45,10.0,6
6.5,0.26,0.24,10.8,0.042,130.0,0.996,3.08,0.4,10.0,6
6.9,0.13,0.28,13.3,0.05,132.0,0.99655,3.34,0.42,10.0,6
6.1,0.46,0.32,6.2,0.053,94.0,0.99537,3.35,0.47,10.0,5
8.1,0.28,0.4,6.9,0.05,97.0,0.9951,3.26,0.44,10.0,6
6.3,0.23,0.21,5.1,0.035,142.0,0.9942,3.36,0.33,10.0,7
6.5,0.29,0.25,10.6,0.039,120.0,0.9962,3.31,0.34,10.0,6
5.7,0.26,0.24,17.8,0.059,124.0,0.99773,3.3,0.5,10.0,5
6.1,0.125,0.25,3.3,0.04,69.0,0.9934,3.54,0.59,10.0,6
5.2,0.2,0.27,3.2,0.047,93.0,0.99235,3.44,0.53,10.0,7
7.4,0.27,0.52,15.7,0.054,139.0,0.99788,3.04,0.62,10.0,6
6.2,0.35,0.29,7.3,0.044,244.0,0.9956,3.36,0.55,10.0,6
6.0,0.32,0.12,5.9,0.041,190.0,0.9944,3.16,0.72,10.0,5
6.7,0.13,0.32,3.7,0.017,99.0,0.99348,3.12,0.44,10.0,6
7.4,0.26,0.37,9.4,0.047,147.0,0.9982,3.46,0.72,10.0,5
7.9,0.31,0.22,13.3,0.048,212.0,0.99942,3.47,0.59,10.0,5
7.1,0.27,0.24,12.6,0.044,118.0,0.99726,3.04,0.56,10.0,7
7.1,0.39,0.39,11.1,0.034,204.0,0.99616,3.05,0.52,10.0,6
6.4,0.46,0.08,4.9,0.046,144.0,0.99445,3.1,0.56,10.0,5
5.7,0.32,0.5,2.6,0.049,155.0,0.9927,3.22,0.64,10.0,6
6.7,0.22,0.39,10.2,0.038,149.0,0.99725,3.17,0.54,10.0,7
7.9,0.18,0.37,3.0,0.061,178.0,0.995,3.22,0.51,10.0,6
6.5,0.26,0.28,12.5,0.046,225.0,0.99685,3.18,0.41,10.0,6
6.5,0.39,0.23,5.4,0.051,149.0,0.9934,3.24,0.35,10.0,5
8.5,0.32,0.36,14.9,0.041,190.0,0.9982,3.08,0.31,10.0,6
5.5,0.17,0.23,2.9,0.039,108.0,0.99243,3.28,0.5,10.0,5
5.6,0.295,0.2,2.2,0.049,134.0,0.99378,3.21,0.68,10.0,5
5.5,0.17,0.23,2.9,0.039,108.0,0.99243,3.28,0.5,10.0,5
6.3,0.15,0.34,11.4,0.05,96.0,0.99754,3.21,0.49,10.0,6
8.6,0.26,0.41,2.2,0.049,111.0,0.9941,2.96,0.44,10.0,5
6.6,0.32,0.27,10.9,0.041,146.0,0.9963,3.24,0.47,10.0,5
5.8,0.345,0.15,10.8,0.033,120.0,0.99494,3.25,0.49,10.0,6
7.5,0.42,0.19,6.9,0.041,150.0,0.99508,3.23,0.37,10.0,6
6.8,0.46,0.26,6.3,0.147,159.0,0.99434,3.14,0.47,10.0,5
8.1,0.22,0.28,7.7,0.043,176.0,0.9954,3.12,0.55,10.0,5
6.4,0.34,0.23,6.3,0.039,143.0,0.9944,3.19,0.65,10.0,6
7.8,0.49,0.49,7.0,0.043,149.0,0.9952,3.21,0.33,10.0,5
6.7,0.18,0.3,6.4,0.048,251.0,0.9956,3.29,0.52,10.0,5
7.8,0.49,0.49,7.0,0.043,149.0,0.9952,3.21,0.33,10.0,5
6.6,0.32,0.33,2.5,0.052,210.0,0.99316,3.15,0.6,10.0,5
6.7,0.18,0.3,6.4,0.048,251.0,0.9956,3.29,0.52,10.0,5
6.6,0.34,0.34,2.6,0.051,210.0,0.99314,3.15,0.61,10.0,5
5.0,0.24,0.19,5.0,0.043,101.0,0.99438,3.67,0.57,10.0,5
8.1,0.2,0.49,11.8,0.048,212.0,0.9968,3.09,0.46,10.0,7
6.6,0.32,0.33,2.5,0.052,219.5,0.99316,3.15,0.6,10.0,5
6.7,0.18,0.3,6.4,0.048,251.0,0.9956,3.29,0.52,10.0,5
7.1,0.27,0.24,12.6,0.044,118.0,0.99726,3.04,0.56,10.0,7
7.1,0.38,0.42,11.8,0.041,193.0,0.99624,3.04,0.49,10.0,6
6.2,0.34,0.29,7.6,0.047,232.0,0.9955,3.35,0.62,10.0,6
7.4,0.38,0.27,7.5,0.041,160.0,0.99535,3.17,0.43,10.0,5
8.1,0.2,0.36,9.7,0.044,162.0,0.997,3.1,0.46,10.0,6
5.6,0.2,0.36,2.5,0.048,125.0,0.99282,3.49,0.49,10.0,6
6.4,0.31,0.39,7.5,0.04,213.0,0.99475,3.32,0.43,10.0,5
7.7,0.2,0.44,13.9,0.05,130.0,0.99855,3.11,0.48,10.0,6
7.8,0.18,0.46,13.6,0.052,118.0,0.998,3.15,0.5,10.0,6
6.2,0.31,0.21,6.3,0.041,218.0,0.9941,3.15,0.6,10.0,5
8.0,0.26,0.28,4.8,0.05,150.0,0.99437,3.13,0.5,10.0,6
7.9,0.26,0.41,15.15,0.04,216.0,0.9976,2.96,0.6,10.0,6
7.6,0.17,0.45,11.2,0.054,137.0,0.997,3.15,0.47,10.0,5
7.6,0.445,0.44,14.5,0.045,212.0,0.9986,3.48,0.36,10.0,6
7.3,0.26,0.33,11.8,0.057,127.0,0.99693,3.1,0.55,10.0,6
6.5,0.38,0.34,3.4,0.036,200.0,0.9937,3.14,0.76,10.0,5
7.2,0.26,0.26,12.7,0.036,214.0,0.9986,3.41,0.5,10.0,6
6.0,0.27,0.28,4.8,0.063,201.0,0.9964,3.69,0.71,10.0,5
8.0,0.25,0.49,9.0,0.044,185.0,0.998,3.34,0.49,10.0,6
6.9,0.37,0.23,9.5,0.057,166.0,0.99568,3.23,0.42,10.0,5
6.9,0.37,0.23,9.5,0.057,166.0,0.99568,3.23,0.42,10.0,5
6.4,0.14,0.28,7.9,0.057,82.0,0.99425,3.26,0.36,10.0,6
8.1,0.26,0.3,7.8,0.049,152.0,0.9954,2.99,0.58,10.0,6
6.4,0.14,0.28,7.9,0.057,82.0,0.99425,3.26,0.36,10.0,6
8.7,0.22,0.42,2.3,0.053,114.0,0.994,2.99,0.43,10.0,5
6.6,0.16,0.25,9.8,0.049,137.0,0.995,3.16,0.38,10.0,6
6.0,0.22,0.23,5.0,0.045,122.0,0.99261,2.94,0.63,10.0,6
6.6,0.17,0.26,7.4,0.052,128.0,0.99388,3.16,0.37,10.0,6
6.6,0.17,0.26,7.4,0.052,128.0,0.99388,3.16,0.37,10.0,6
7.3,0.19,0.24,6.3,0.054,231.0,0.9964,3.36,0.54,10.0,6
7.3,0.26,0.33,11.8,0.057,127.0,0.99693,3.1,0.55,10.0,6
7.8,0.22,0.38,10.3,0.059,99.0,0.9967,3.12,0.47,10.0,6
8.0,0.3,0.49,9.4,0.046,188.0,0.9964,3.14,0.48,10.0,5
5.7,0.36,0.21,6.7,0.038,166.0,0.9941,3.29,0.63,10.0,6
5.8,0.34,0.21,6.6,0.04,167.0,0.9941,3.29,0.62,10.0,5
8.6,0.33,0.34,11.8,0.059,240.0,0.99882,3.17,0.52,10.0,6
7.7,0.39,0.49,7.7,0.036,110.0,0.9966,3.33,0.76,10.0,6
7.8,0.2,0.28,10.2,0.054,186.0,0.997,3.14,0.46,10.0,6
8.0,0.26,0.28,8.2,0.038,202.0,0.99566,3.12,0.56,10.0,6
7.8,0.25,0.41,3.7,0.042,149.0,0.9954,3.36,0.45,10.0,6
6.3,0.18,0.22,5.6,0.047,147.0,0.99383,3.09,0.54,10.0,5
7.3,0.17,0.23,6.3,0.051,240.0,0.9963,3.36,0.54,10.0,6
6.3,0.17,0.23,5.7,0.048,147.0,0.99382,3.08,0.54,10.0,5
7.3,0.19,0.24,6.3,0.054,231.0,0.9964,3.36,0.54,10.0,6
8.5,0.24,0.39,10.4,0.044,142.0,0.9974,3.2,0.53,10.0,6
6.1,0.41,0.14,10.4,0.037,119.0,0.996,3.38,0.45,10.0,5
7.9,0.51,0.34,2.6,0.049,135.0,0.99335,3.09,0.51,10.0,5
6.5,0.26,0.27,12.9,0.044,215.0,0.9967,3.17,0.43,10.0,6
5.8,0.34,0.16,7.0,0.037,116.0,0.9949,3.46,0.45,10.0,7
7.1,0.34,0.2,6.1,0.063,164.0,0.9946,3.17,0.42,10.0,5
5.4,0.29,0.47,3.0,0.052,145.0,0.993,3.29,0.75,10.0,6
7.1,0.21,0.32,2.2,0.037,141.0,0.993,3.2,0.57,10.0,7
